Unnamed: 0,text,label
3945,slow respon kecewa berat sampe batal otomatis karna ga diproses,Sadness
3946,adminnya ramah bgt asli nanya aja dijawabnya gercep bgt,Happy
3947,sialan wewangian biji kopi sesuai judul biji kopi kecewa penipu,Anger
3948,produk sesuai deskripsi recommended,Love
3949,pengiriman cepar barang bagussss,Happy
3950,kualitasnya mengecewakan blm dipake rusak bola joinnya,Sadness
3951,bubel ud atc,Fear
3952,barang sesuai deskripsi pengiriman cepat recommended seller,Happy
3953,produk sesuai deskripsi variasi produk beragam berfungsi,Happy
3954,toko niat niat menjual pembelian tanggal dikirimkan tanggal layanan sesuai ulasan,Sadness
3955,sleeping bag nya recomend tipis,Fear
3956,barang bagus kualitas bagus harga terjangkau recommended,Love
3957,lumayan sesuai harga makasi,Happy
3958,mantap berkualitas,Love
3959,lucu warnanya disarankan terjemahan murah murah aturannya,Love
3960,chat ga baca pdhl online salah pengiriman tp ga tanggung kaka ak doain bangkrut ga tokonya kali kek gitu ga berkah rejekinya,Anger
3961,layanan desain ramah hasil maksimum sesuai harapan direkomendasikan,Love
3962,order tgl nov tgl dec order official store itupun kemarin follow ekspedisinya status toped menunggu pick paket dipacking aman selembar plastik basah kena hujan kapok ga berani belanja melulu dichat penjual balas sistem info menunggu pick,Fear
3963,beli rusak bilangnya dicek ga ya,Sadness
3964,lengkap eyeliner milky white nya,Sadness
3965,karungnya yg ga sesuai pesanan,Sadness
3966,membantu jerawat menambah,Sadness
3967,sy pesan lilin yg angka tpi kirim nya angka angka nya sdh pdhl wkt beli sy sdh jlalasin sy yg angka sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs pakai sy udh tunggu brp hr smp brng nya buka yg kirim sm yg beli sy cmn pesan utk dpn nya blajarlah yg teliti brng kirim,Fear
3968,respon cepat buku sampul hardcovernya halaman halaman posisinya,Sadness
3969,pakai langsung koyak bahan tipis pengiriman chat ga bls ga recommended,Fear
3970,,Anger
3971,admin gemep intinya,Love
3972,respon cepat barang aman buahnya segar bagus pengiriman cepat,Happy
3973,wow sameday sm jam respons kerugian memilih,Fear
3974,kualitas produk bagus desainnya cantik warnanya cantik,Happy
3975,harga kualitas harga vs kualitas rendah,Sadness
3976,roti keras enak,Anger
3977,sekelas official store kacau sih packingnya plastik item tipis kualitas trash bag dilakban mending opsi bubble wrap,Sadness
3978,sukaaaa beli total udh pcs suami bilang model bahan bagus nyaman dipakai warnanya respon penjual mengirimkan barang super cepat,Love
3979,bru dipakai kali alat rusak penjual tdak bsa menganti,Sadness
3980,warna dusty sma abu abu kirim abu abu ama pink,Sadness
3981,barang mantapppp original robot harga lumayannnn okeee,Happy
3982,barang suasana bertabur packing sobek,Anger
3983,barang nya sampe buku bukunya mahal kurangin suka banget bukunya aka beli buku terima kasih,Love
3984,berfungsi retur berat ongkir kedepannya test kirim,Sadness
3985,nyaman banget dipakai kualitas bahan bagus,Happy
3986,pakar,Love
3987,pesan sabtu kamis,Anger
3988,kekecewaan dibatalkan produk dikirim rumit pengawas menerima paket langsung kategori titik toko resmi produk dikirim sesuai,Sadness
3989,ikan bagus sehat mantaaaaap,Love
3990,penjual super crane terima kasih bantuan,Love
3991,warnanya soft baguus sukaaa harga terjangkau warna kuku,Happy
3992,proses pembelian transmisi admin aaaaaaaaa sahutan lambat sopan toko,Anger
3993,warna lucu direkomendasikan nilai murah murah aturannya,Love
3994,kabel jack nya bagus colok mic nya terbaca coba colok speaker teken biar nyala suara mic nya bagus pake jack,Sadness
3995,lem kualitas aibon,Anger
3996,alhamdulillah brng sdah sya trima recomended,Happy
3997,silikon jelek mudah terdistorsi kualitas laundu bayangkan kualitas philips,Anger
3998,box nya gak rakit,Sadness
3999,secuil diputar,Fear
4000,sblmnya maaf boxnya gasempet difoto packingnya rapih bre pakai bubble wrap tpi tebel aman guncangan benturan isinya kokoh harga udah murah pelayanan terbaik sellernya gila sih pokoknya juara sih build nya kokoh besi kontrolnya sulit btw krn control sikunya dh terbiasa sih enak aja,Happy
4001,diadili berpengaruh proses pengiriman penjual terima kasih cepat,Sadness
4002,koper selaras gambar,Fear
4003,kemasan dibuka tercium aroma kecoa yg sgt menyengat mata bor disimpan yg bersih,Fear
4004,pesan dateng,Fear
4005,kali beli toped pelayanan mengecewakan jasa pengiriman diganti pemberitahuan pengiriman telat payah,Sadness
4006,kura kuranya mulus,Sadness
4007,buruk kotak formulir pra,Sadness
4008,kualitas kokoh slot terbuat karet gampang masukinnya ga bikin cartridgenya lecet ukurannya compact bgt gampang dibawa ga motifnya gambar stiker timbul bahan karet,Happy
4009,bagus bgtt modelny wrnnya bagus sedotannya kuat,Love
4010,alhamdulillah barang efisien beli kali pesanan proses cepat,Love
4011,mantavv serasi orderan joss,Love
4012,alhamdulillah barang bagus beli kali pesanan proses cepat,Love
4013,seller lumayan responsif kualitas brg sesuai harga dicek browser nya kebaca mb tp kalo udah dipake save game cuman kebaca mb ga game ngebaca mc nya sayangnya game game yg top yg ga ngebaca mc nya kaya god war,Fear
4014,baterai rusak bilang menghubungi pemasaran menunggu minggu koneksi,Anger
4015,kecewa pengiriman banget barang nya rusak penyok tergiur harga murah ya,Fear
4016,packing rapih aman makasih,Happy
4017,produk berfungsi toko dipercaya pembeli disuruh mengembalikan produk membuang ongkos kirim toko bagus membelinya,Fear
4018,dibuka bentulnya aneh kaya udah meleleh dibekuin buka pengiriman,Fear
4019,maaf kecewa pengguna fahhampton membeli isi tes tester farhampton jatuh cinta langsung membeli menyesar hak bertahan proyek penguji baunya jatuh cinta tes parfum,Sadness
4020,menulis motif semen besi menyelamatkan penjual motifnya alih mengirimkan motif acak,Fear
4021,bener aja beli susu kemasannya kaya gini kecewa mah ya dtgnya pas open box hancur gini,Anger
4022,seller tdk bertanggung jwb kindlenya dibeli rusak pembelian okt okt kindle nya rusak ad garansi bgtu message whatsapp read ga bertanggung banget ya beli sale service nya sgt bagus gabisa dipake deh kindle nya sayang banget uda nabung smoga dpt karma nya sndri deh,Anger
4023,yg direquest dgn yg dikirim beda warna konfirmasi,Fear
4024,bagus mengecewakan kemasannya aman,Love
4025,cacat gitu jidatnya bgt hadeeuuhh,Anger
4026,kualitas bangunan retak air retakan air optimal,Fear
4027,alat berfungsi,Sadness
4028,diterima packing terbuka pecah komplain kembaliin barang ribet repot,Anger
4029,jelek yg ori mousepad jd ga bs dipakai kl charger jd getar parah barang ga sesui foto kayak barang lapak sebelah yg harga beli bagus persis spt foto yg indikator ujung charger order lg mahal barangnya tdk dgn order,Sadness
4030,brg sesuai pic kurir sll yg terbaik langganan,Love
4031,proses pengiriman cepat berwarna sesuai pengaturan doff hitam doff memiliki harapan,Sadness
4032,produk terima dgn exp aman thx soho,Happy
4033,produk sesuai deskripsi variasi produk beragam berfungsi,Happy
4034,kecewa banget sih pesan maroon hijau army mint tu dganti warna semoga teliti n komunikasi dg pembeli barang tersedia,Sadness
4035,terimakasih kak pengiriman cepatt,Happy
4036,sampah bgt mohon beli produk sampah,Anger
4037,pesan warna coklat abu silakan jual profesional,Anger
4038,herbal lengkap harga oke langganan foto kalo masak tim ayam obat,Happy
4039,kecewa pengiriman bermasalah ekspedisi pengiriman c penjual fast response,Sadness
4040,kotak kemasan kotak rumong,Anger
4041,kecewa ganti alamat mlh gk,Sadness
4042,sulit angin bocor,Fear
4043,produk harga harga wajar kualitas pengiriman mencoba pengiriman barang paket pembeli rumah aman terima kasih,Love
4044,udah bandar restock dr soap aja pdhl diluar handsanitizer yg yg trpercaya dr soap deh,Love
4045,produk sesuai deskripsi pemasangan mudah kualitas gambar bagus pakai aplikasi pro,Happy
4046,respon proses not recomended,Fear
4047,byk yg hancur dikirim jkt,Fear
4048,udah berkali beli adminny bener sopan responsive sempet salah ukuran langsung retur ganti ukuranny proses mudah cepatt emg best atalon,Happy
4049,ujung buku rusak mahal beli buku import,Sadness
4050,best value money keliling eropa minggu ongkosnya segini,Happy
4051,packing rapi proses pengiriman cepat,Happy
4052,tampan halus sesuai harapan terima kasih,Love
4053,brg dtg tanda stick nya ga ok penjual ga periksa dl yak trus tukar tp ga mao alang ongkir nya donk emg penjual ga mao rugi ya mao ga mao byr uang xtra utk ongkir tukar stick smoga kedepannya bs lbh,Fear
4054,jelek,Anger
4055,pesen jam jam barang udah sampe pake gosend instant dapet potongan gosend instant cuman bayar harga refill instaxnya doang thankyou kakk,Happy
4056,kotak penutup buruk,Anger
4057,tas nya nggk bagus bahan sablonan murahan,Sadness
4058,bau serai pengiriman aman rapi,Love
4059,pengiriman cepat seller responsive barang nya bagus grip nya solid bahan plastik nyaman genggam adjust nya berfungsi harganya murah bgt puas beli,Love
4060,kunci garis memuat garis kunci garis kardus utuh lengkap menyiapkannya klik tolong silakan periksa kali mengirim,Fear
4061,produk sesuai deskripsi seller ramah barang langsung dikirim,Happy
4062,tdk sesuai,Fear
4063,sesuai harapan elemen sulit bermain,Sadness
4064,barang diterima sesuai deskripsi repon cepat paking bagus terima kasih,Happy
4065,material produk bagus ukuran produk sesuai,Happy
4066,barang dikirim diperiksa konsumen membayar membebaskan paku rivert sebelah penutup penahan tutup penahan dilepas menggunakannya,Anger
4067,pengangkutan charger fast charging,Fear
4068,ditrima barangnya dg memuaskan trimakasi ya toko pedia smg sukses trus,Happy
4069,pembelian salah dipertukarkan mencoba menawarkan permintaan jaminan membalas alih robot tai,Anger
4070,alang barang nggak tangkas tangkas suara keterima dgn transaksi langsung klik selesai besoknya error sisi penjual nggak dgn produk error setlh transaksi diklik selesai nggak diretur kepaksa ulasan diedit bintang deh pake yg model kabel,Fear
4071,item orang gantinya doraemon mengobrol sesuai urutan admin,Sadness
4072,makasiii bgtttt i sukakkkk,Love
4073,lem kualitas lambat aibon,Anger
4074,jelek bgt bikin kecewa,Anger
4075,kualitas produk mengecewakan mulut buaya dibuka stuck dipakai klaim mengembalikan barang prosedurnya mudah sampah rumah,Sadness
4076,baterai rusak menghubungi pemasaran menunggu minggu kelanjutan,Anger
4077,barangnya bagus mewah banget udah dicoba jg yg ngegumpal tarik jg bagus pokoknya,Love
4078,kulkas kondisi bagus semoga awet suka banget toko aja lebaran sanggup kirim pesen jam jam nyampe mantaaaap thx seller,Happy
4079,kertas nya jelek tinta cetakan baca,Anger
4080,barang diterima cacat analog komplain dilayani kirim kesana ribet ongkir pengiriman nya kali tdk buka segelnya cek analognya complain kirim terima kasih,Fear
4081,bahannya tipis,Sadness
4082,lampu mati nyala revan,Fear
4083,barang sesuai ukuran,Sadness
4084,expirednya bentar,Sadness
4085,buku palsu,Anger
4086,barang udah kondisinya sobek,Sadness
4087,mantap recommended seller,Love
4088,barang yg dikirim gk sesuai modelnya,Anger
4089,busa yg telurnya kempes,Fear
4090,barang air basah bau berkualitas cat terkelupas,Anger
4091,seller positive mini wireless keyboard berfungsi terima kasih,Happy
4092,pdhl membeli tangsa suvenir susu cm buruk,Anger
4093,layanan,Anger
4094,raknya bagus simpel masangnya susah pengangkutan recomended,Love
4095,barang promo alang dikirim alih diberitahu mengembalikan uang dikirim penjualan penjualan penjualan mendekati penjualan toko resmi,Anger
4096,,Happy
4097,maaf kecewa pengguna fahhampton membeli isi tes tester farhampton jatuh cinta langsung membeli berubah hak bertahan hidup proyek penguji baunya jatuh cinta tes aroma,Sadness
4098,membeli kedatangan elemen sesuai citra menjual gadis bahagia mengambil uang ilegal,Anger
4099,mantullllllll,Happy
4100,membeli benih telepon toko barang memiliki penggantian murah,Anger
4101,barang,Sadness
4102,toples bahan teratur penutup jar lubangnya mudah memukau sekolah menengah,Fear
4103,dendeng yg sy terima muncul jamur putih dipermukaan dagingnya ketumbarnya dimakan kasar seller mohon diperhatikan kualitas produk dijual terima kasih,Fear
4104,barang dg selamat packaging rapi proses pemesanan malang terima kasih,Happy
4105,packing sesuai respon markotop,Happy
4106,talinya ud putus dimasukin,Anger
4107,bahan plastik kuat menopang sih kuatnya tablet gaisss beli,Fear
4108,kecewa barang rusak reseler jualan tdk amanah klo jualan amanah ya kak biar berkah,Sadness
4109,produk dikirim alias mati produk rusak dikirim konsumen,Sadness
4110,chat gk balas recommend beli,Fear
4111,exp udah beli jual pengalaman klo harga miring mumer waspada,Fear
4112,puas produk layanan cacat kondisi tertutup kantor perbaikan cacat pabrik pengiriman pengaduan diterima toko penjual menghubungi,Anger
4113,proses isbat chat gk,Fear
4114,silikon jelek mudah terdistorsi kualitas laundu bayangkan kualitas philips,Anger
4115,produk original barang sesuai deskripsi bahan tebal keren,Happy
4116,warna putih dikasih hijau seller argumen babibu,Anger
4117,diterima bagusssss,Love
4118,mantap paket makasih ya gan,Love
4119,mengecewakan,Anger
4120,jamnya banget produk sependapat foto berangin dipakai,Love
4121,beli isi ulang pulpen yg dikirim isi ulang pulpen kalo jualan teliti jujur gan sayangnya gak video unboxing kalo komplain gak buktinya rugi acc udah diiklasin aja smoga dijadikan plajaran pembeli,Fear
4122,disconnect kadang berfungsi autocatch,Fear
4123,barangnya buwaguusss sesuai pesanan angin nya kencang angin puting beliung laptop ademmmm benerrr,Love
4124,bagus halus ringan teleskopik gagangnya kokoh dibanding gagang,Happy
4125,roda pesanan perbaiki ditempatkan tokopedia menipiskan pembungkusnya baiklah terima kasih dsini,Anger
4126,modelnya keren ukuran sesuai bahan berkualitas potongannya rapi bahan menyerap keringat warnanya sesuai,Happy
4127,barang lengkap packing sdh chat kekurangannya dikirim janji barang bagus,Anger
4128,packing jelek brg dtng kotaknya pesan bh rusak bh,Anger
4129,kardus bubblewrab,Love
4130,ga bagus ga lem,Anger
4131,kesempatan hilang hilang,Fear
4132,luarbiasaaa udh beli toko penjualnya ngerti kebutuhan sy butuh urgent minggu dihandle pdhl hrsnya libur pake sameday tp nyampenya ekspress jaksel bekasi puji tuhan thanks much seller kurir sameday gbu,Love
4133,produk murah selamat wrapnya tebel biar bintang yg bicara,Happy
4134,packingnya jelek handling produknya bagus kasih kado orang kardusnya jelek biki malu aja,Anger
4135,promo ngawur asa kejar diskon spesial mahal dr promo reguler,Anger
4136,ringan bgt enak dipakainya batang pel nya kokoh ga nyangka harga semurah tp kualitasnya bagus bgt pel nya bs mutar derajat bikin gampang ngepelnya ga manuver bikin pegal,Love
4137,harganya ok banget dpt cashback very fast response ga kendala check mantap,Happy
4138,bahannya adem stretch worth buy utk harga segini yg hitam bagus dibanding yg putih,Happy
4139,pesan yg dtg pink yakali pake pink kalo mmg abu abu habis loh fitur chat konfirmasi pembeli bersedia ganti warna kardus rusak barang dijual penjual maaf kesalahan yg solusi kekeliruan yg penjual prosesnya banget beli jumat pagi diproses senin alasannya sabtu minggu libur kayak pns ya barangnya gak nyaman banget sakit kalo dipake panggul kesimpulannya not recommended seller at all,Anger
4140,pengiriman perlahan seminggu membutuhkan pembelian supermarket langsung,Fear
4141,elemen dikirim dicoba komputer berfungsi surat mahal harga barang kekecewaan,Sadness
4142,pengiriman,Sadness
4143,responsif barang lengkap tulisan refund komplain disuruh bersabar ditunggu itikad pengembalian dana nya,Sadness
4144,kecewa tdk puas dgn tgl order barang status menunggu konfirmasi diproses penjual pembatalan mengganti produk yg beli toko yg konfirmasi penjual melalu chat proses pembatalan malam tidur status menunggu konfirmasi yg pesanan diproses tp tgl juli pagi penjual mengubah statusnya diproses yg penjual berkenan pembatalan status diubah menunggu kurir ditanggal pagi tgl barang dikirim status menunggu kurir status pengiriman terupdate penjual menyalahkan provider pengiriman barang dikirim setelat lapor tokopedia,Anger
